Review_ID,Game_Name,Ratings,Users,Game_Category,Game_Genre,Date_of_Remarks,Remarks
482,Healing Rush,4.5,"3,582",Top Free,Arcade,"January 4, 2022",it's a good game. Although it does ask to rate quickly
483,Healing Rush,4.5,"3,582",Top Free,Arcade,"January 6, 2022",Addicting but WAAAAAY too many ads
484,Healing Rush,4.5,"3,582",Top Free,Arcade,"December 3, 2021","It's a bit laggy but overall it's a good game, I can't wait to see what future updates bring."
485,Healing Rush,4.5,"3,582",Top Free,Arcade,"January 4, 2022",I love this game it reminds me of 2 point hospital game a similar on loveeee it's by my heart 💖♥️❤️🥰
486,Healing Rush,4.5,"3,582",Top Free,Arcade,"December 30, 2021",Have you tried putting on airplane mode? It makes the adds go away!
487,Healing Rush,4.5,"3,582",Top Free,Arcade,"January 5, 2022",Way to many ads
488,Healing Rush,4.5,"3,582",Top Free,Arcade,"January 3, 2022",it's very amazing game I fill like I am a big doctor thanks you compelete my dream thanks 💖
489,Healing Rush,4.5,"3,582",Top Free,Arcade,"January 4, 2022",this game is so fun and not have adds
490,Healing Rush,4.5,"3,582",Top Free,Arcade,"December 1, 2021",Upgrade panel doesn't work
491,Healing Rush,4.5,"3,582",Top Free,Arcade,"December 27, 2021",It's fun but when I want to buy that bone thing I can't I have 500 dollar
492,Healing Rush,4.5,"3,582",Top Free,Arcade,"January 4, 2022",I like it because it's a good idea to make this game because it's carming for me.
493,Healing Rush,4.5,"3,582",Top Free,Arcade,"December 27, 2021",A lot of times I get stuck in the doors
494,Healing Rush,4.5,"3,582",Top Free,Arcade,"January 4, 2022",I love it but that adds get frustrating
495,Healing Rush,4.5,"3,582",Top Free,Arcade,"December 3, 2021",Can you update the game pls and I love the game it's so fun to play
496,Healing Rush,4.5,"3,582",Top Free,Arcade,"December 28, 2021",Great game. But the ads are killing great games like this .
497,Healing Rush,4.5,"3,582",Top Free,Arcade,"January 5, 2022",This game was really good 👍😎 I like this game🎉❤️ my cousin like this game like me🎮❤️🎲.. Wait a minute but the one problem is So many ads can you fix this 😕😒😰😓🔥 please 😫🙏🙏💓🙏
498,Healing Rush,4.5,"3,582",Top Free,Arcade,"January 1, 2022",very fun hospital game
499,Cut Grass,4.4,"53,134",Top Free,Casual,"January 3, 2022","I completed all your games. Yet, even after you finish everything, you are placed in a fake queue to receive your robux which takes MONTHS to complete. Which I tested. Then, when you get to spot 1, it's never filled. You cannot receive robux from this game."
500,Cut Grass,4.4,"53,134",Top Free,Casual,"January 4, 2022","This game can be satisfying,but the only problem is this game has WAY too many adds here and it takes forever to get robux!And the ID thing,I DONT EVEN HAVE ONE!😭So you might need a adult or parent...but if you like satisfying games then here is one,but not really good for getting robux."
501,Cut Grass,4.4,"53,134",Top Free,Casual,"January 3, 2022","Okay. So the game is advertised as free robux, and which is true, but if you got this game for that delete it. The ads need to be cut down by a long shot because if you want it to be peaceful, the ads get in the way about weird stuff."
502,Cut Grass,4.4,"53,134",Top Free,Casual,"January 5, 2022",Its a good game but it gets to the point where I was giting 0.001 gem per game and so many adds at least one add per level and then after you get 10000 gems you have to watch 50 adds and then when you get past that you have to play 24 hours or watch 24 adds for it to start getting through
503,Cut Grass,4.4,"53,134",Top Free,Casual,"January 5, 2022",This game is fake! I downloaded this game as a test and it's fake. One has ads after every round. Every time you get closer to the goal it gives you less and less gems.
504,Cut Grass,4.4,"53,134",Top Free,Casual,"January 5, 2022",It's a good game fun and entertaining as i've seen in other reviews it does give you like 30 gems after awhile lots ads but you can mostly skip them I have not won any robux yet because I don't have enough gems if it does not give me robuxm I would give this a 1 star
505,Cut Grass,4.4,"53,134",Top Free,Casual,"December 29, 2021",From the rating I have heard I think I might just delete it. The ads need to be cut down and it's takes forever to get like the 10000 gems. I don't recommend it unless you just wanna play the game like to cut the grass.
506,Cut Grass,4.4,"53,134",Top Free,Casual,"December 27, 2021",This game sucks! It starts off making you think it will be easy and giving you like 160 gems but as time goes by it goes under 1 like 0.6 then down to even 0.08 and so on. It takes hours and I never get robux. I suggest you don't even waste your time
507,Cut Grass,4.4,"53,134",Top Free,Casual,"January 2, 2022",The game is fun when you start you get a good amount but then when you're getting close in like the 9900 section you only get like 3 diamonds per round so plz fix that other than that it's pretty good it also doesn't take to long I've been on there for like 30 min and almost done.
508,Cut Grass,4.4,"53,134",Top Free,Casual,"January 5, 2022",The game would be a lot better if you could actually keep getting about the same amount of gems or higher amounts of coins. But if you just want something to relax with this is a good game.
509,Cut Grass,4.4,"53,134",Top Free,Casual,"December 30, 2021",This game is the worst! First of all every time I get gems they always give me robux ads every time I get gems. AND second it takes so long to get 10000 gems because it always gives me only 60 gems for completing the game!
510,Cut Grass,4.4,"53,134",Top Free,Casual,"January 2, 2022",I would give it a 5 star but for 2 reasons I gave it a 3 star 1. WHY IS 0.WHATEVER EXISTING RIGHT NOW! 2. Ads WAY TO MANY ADS. Request: REMOVE 0.WHATEVER NUMBERS! AND MAKE IT SO WHATEVER BUTTON PEOPLE PRESS SPAM WITH ADS! So please make it so people don't watch ads alot Thank You.
511,Cut Grass,4.4,"53,134",Top Free,Casual,"January 3, 2022",At first it was easy but it gets really hard around 7k diamonds and it takes to long and u have to put a ID not a username and you have to watch so much ads just to get it I just might delete this.
512,Cut Grass,4.4,"53,134",Top Free,Casual,"January 2, 2022",The game itself is fun but when it comes to diamo and it goes to decimals like 0.009 it's ridicoulous and when I actually got the diamonds I needed it told me to watch 50 vidoes to activate the purchase total waste of my time
513,Cut Grass,4.4,"53,134",Top Free,Casual,"December 30, 2021",This game is so horrible you have to do this all night and all day it hurts my eyes. Got deleted wasting my time all day the worst thing to is ads up every single time and then the gym start lowering down to one 😡
514,Cut Grass,4.4,"53,134",Top Free,Casual,"December 28, 2021","Horrible game. Clicked on it because it looke cute, don't waste your time. It's just ad after ad after ad. Every single level, garbage."
515,Cut Grass,4.4,"53,134",Top Free,Casual,"January 5, 2022","This app is fun, IF IT DIDN'T HAVE OVER 1 MILLION ADS!!!!at first I was getting like 80 gems and now I get like 0.5!!!!!cut grass has to fix that and,GET RID OF ALL THESE DAHM ADS!!!!!😡😡😡😡😡😡😠😠😠😠"
516,Cut Grass,4.4,"53,134",Top Free,Casual,"January 3, 2022",I HATE IT!!first of all cutting grass is so boring why don't they make it a little bit like sonic or subway surfers it's so boring and sonic and subway surfers is so great and fun to play
517,Cut Grass,4.4,"53,134",Top Free,Casual,"January 2, 2022",The adds are non stop it takes forever to get to 10000. so I wouldn't suggest Playing it. Also when you finally get to 10000 it changes back to 0. This game is really bad🤮
518,Cut Grass,4.4,"53,134",Top Free,Casual,"January 4, 2022","I downloaded this game to get robux and at first I was getting alot of gems and it was easy but now I'm at 9,999 gems and after a levelits giving me .08 gems. Very aggravating😡"
519,Cut Grass,4.4,"53,134",Top Free,Casual,"December 30, 2021",I do like it's really fun but there is always ads and I hate when ads are always pops up and it's annoying and every time try to play ads ads ads I will give this game 1\5 if they won't fix there game
520,Cut Grass,4.4,"53,134",Top Free,Casual,"January 5, 2022",So good no ads. You earn a lot of points in like a second 5 stars all the way in love and it works I love it.
521,Cut Grass,4.4,"53,134",Top Free,Casual,"January 6, 2022","It pretty good but there is kinda lots of ads but it's still ok,but I feel like I'm going to get scammed but I kinda trust this but the the game is great 👍"
522,Cut Grass,4.4,"53,134",Top Free,Casual,"January 3, 2022",I love the game because I've never had Robux before I am very happy that I can get it for free but the thing is every time you get diamonds there's an ad I do not like the ad just make him a little tiny adT_T please and also thank you I love the game.
523,Cut Grass,4.4,"53,134",Top Free,Casual,"January 3, 2022",Game is fun and all a little too many ads but when I reached 10k gems and tried to turn them in for robux was saying I didn't have enough and to check my balance
524,Cut Grass,4.4,"53,134",Top Free,Casual,"January 3, 2022",I gave this game a 4 stars because the ads tacke so long and it tackes so long to get 100000 gems and evry time i get a gem a ad pops up and it is agervating but besidesi love this game
525,Cut Grass,4.4,"53,134",Top Free,Casual,"January 2, 2022",After the game started giving me .009 or less I just deleted it plus the further on you go into the game the more ads you get and to get more gems you have to watch ads
526,Cut Grass,4.4,"53,134",Top Free,Casual,"January 2, 2022",I do like the game but the spamming with the ads and the gems getting smaller is annoying. I cant get my last Gem. I got 9999.7850. I'm starting to think this is a scam. The robux Is fake
527,Cut Grass,4.4,"53,134",Top Free,Casual,"January 1, 2022","Just wana say great game my only problem is ,is that once i got to 10000 it says put in player id but only lets me put in numbers my player id for roblox isn't just numbers so please fix that.Thank you! :)"
528,Cut Grass,4.4,"53,134",Top Free,Casual,"January 1, 2022",I like the game so far but it dous take a long time to get to 10000 and I want the robux as promised but if you just like the game without a prize I would recommend it.
529,Cut Grass,4.4,"53,134",Top Free,Casual,"December 31, 2021",Ok so I would give this game all 5 stars but I get so many ads like I finished one game ad I get a prize box ad and also I am getting closer to 10k but I am only getting 1 gem so until that changes I will continue to give this game 3 stars and maybe less
530,Roblox,4.4,"26,358,367",Top Free,Adventure,"January 3, 2022",I absolutely love this game. It is so amazing. There's no adds. Thank goodness. But. Like. If it costs money for some people it is definitely 💯 worth it! There are plenty of games that let you get free robux. I have a few that work. And that's how my avatar looks so cute! ♡lightt_wolff♡
531,Zen Match,4.4,"137,538",Top Free,Puzzle,"January 4, 2022","Really fun game, but once you're in past level 100 or so it becomes necessary to pay for coins 🪙 in order to keep playing. They stack levels in such a way that you can't get to the pieces without the bonus actions basically. So... it's a cool game besides all the extra $$ ~Be Warned!!"
532,Zen Match,4.4,"137,538",Top Free,Puzzle,"January 3, 2022","Game is fun, a little too hard, but what I'm really getting tired of is ads loading and glitching the app so I don't get my prizes. If this is not fixed I will be uninstalling soon. Once you get over level 130 or so it's really sucks not to get the prizes. I just lost 75 coins for level 35."
533,Zen Match,4.4,"137,538",Top Free,Puzzle,"January 3, 2022","I was enjoying this game but now the ads are making game play nearly impossible. They start in the middle of a game and then freeze so I have to quit the app and restart, losing whatever progress I made on that level. It's almost unusable. Please fix!"
534,Zen Match,4.4,"137,538",Top Free,Puzzle,"January 6, 2022","These are not puzzles, they are problems that require payment to solve. Dev asks if you want to watch an ad, if you say yes you watch an ad, if you say no you're forced to watch an ad."
535,Zen Match,4.4,"137,538",Top Free,Puzzle,"January 5, 2022",Game was great to start. But after a while it requires so many boosters to pass a level it's ridiculous. They give few boosters or game coins. I played level 145 probably 20 or more times before deciding to give up. This anything but zen and a definite cash grab app.
536,Zen Match,4.4,"137,538",Top Free,Puzzle,"January 6, 2022",I enjoyed this game until I reached level 145. I have been stuck there for 10 days. I find no option to replay easier levels. Nothing zen about being stuck for days or having a very short timer on the daily puzzle.
537,Zen Match,4.4,"137,538",Top Free,Puzzle,"January 2, 2022","Disappointed. Downloaded because of the images presented in the app store. On level 80 and still have not seen a full screen board as presented. Game is fine but nowhere near as challenging as advertised. Another false advertisement, thus the low rating."
538,Zen Match,4.4,"137,538",Top Free,Puzzle,"January 5, 2022","Game is fun. The amount of adds, the adds mid game that freeze and cost me lives, I completely understand being free you need sponsorship but this is the most long adds I have ever had in a game. Will likely find something else to play."
539,Zen Match,4.4,"137,538",Top Free,Puzzle,"January 5, 2022","Expensive to play as lives run out quickly with boosters. Have completed goals and was supposed to receive bonus 15 and 30 hours of continuous lives, but doesn't actually happen; still only get 5 lives. Very disappointing."
540,Zen Match,4.4,"137,538",Top Free,Puzzle,"January 5, 2022",The game glitches a lot when refilling lives. It will get to the end of a countdown for a new life and restart the countdown without adding a life. Then you have to wait another 30 minutes to get a life.
541,Zen Match,4.4,"137,538",Top Free,Puzzle,"January 2, 2022",I was enjoying this game very much. I got to level 41. When I went back in to play it started strobe lighting with lines going down the middle of the game. I uninstalled it and installed it again it did the same thing. I'll wait a couple of days and try again.
542,Zen Match,4.4,"137,538",Top Free,Puzzle,"January 5, 2022","Fun game until you hit a certain point. Then the levels are impossible to solve, and they don't give you enough lives/coins to get through them without paying."
543,Zen Match,4.4,"137,538",Top Free,Puzzle,"January 4, 2022","The game is rigged. After some levels, it deliberately makes you lose hearts by hiding the essential bricks so that you'll have to BUY something from the game. This is so dirty. Zen? It gave me anger instead."
544,Zen Match,4.4,"137,538",Top Free,Puzzle,"January 6, 2022",Do NOT download this game. You can only get so far and then have to purchase coins to advance. Level 141 is impossible to pass unless you spend money
545,Zen Match,4.4,"137,538",Top Free,Puzzle,"January 1, 2022","Game play issues with ads. You play a round then you are forced to watch a ad, then randomly adds won't close, and if you click anywhere on screen it opens Google play to download unwanted app. You have to choose and reopen ap to continue to play."
546,Zen Match,4.4,"137,538",Top Free,Puzzle,"January 2, 2022","Game is fun at first, then just becomes a money grab. Some levels are impossible, and the only way to get past them is to spend money so you can use special moves to get past them. Not very Zen like 😛"
547,Zen Match,4.4,"137,538",Top Free,Puzzle,"January 3, 2022",I love the game. I just can't stand the ads that you have to click 3 times to close AND they usually freeze my game anyway!!!
548,Zen Match,4.4,"137,538",Top Free,Puzzle,"January 4, 2022","Takes Forever to clear the board! This would be a 5 star rating, if you could fix the algorithm! Also 2 hour wait to refill lives! Come on people get it right!"
549,Zen Match,4.4,"137,538",Top Free,Puzzle,"January 2, 2022",Nice at first but the name is very misleading. Not zen! Starts out nicely for a few days then abruptly changes to where every second board is virtually impossible to win. Just aggravating.
550,Zen Match,4.4,"137,538",Top Free,Puzzle,"January 5, 2022",I really like this game & have been playing it for awhile with close to zero ads. Suddenly ads are constant. I'm going to uninstall the game because the ads ruin the game.
551,Zen Match,4.4,"137,538",Top Free,Puzzle,"January 3, 2022","It takes way to long for lives to reload, and it is to hard to win levels without coins!!!!!! You can't win coins if you can't WIN levels!!!! It is dumb the way this game operates!!!!! WAKEUP PEOPLE!!!!!!"
552,Zen Match,4.4,"137,538",Top Free,Puzzle,"January 6, 2022","Do not install thinking you'll get to play and just relax, no it's a farce after the first few games ads just pop up relentlessly some of them very loud and some of them rather vulgar"
553,Zen Match,4.4,"137,538",Top Free,Puzzle,"January 3, 2022","OK for a couple of days it's but not very engaging, then it becomes a money grab and after every game it automatically brings you to the Google Play store. Don't waste your time"
554,Woodoku,4.4,"242,803",Top Free,Puzzle,"December 31, 2021","Game play is fun. Problem: frequent interruptions by ads, many of which crash the game. Some , like Internconnect, are impossible to close and you have to just shut down the game. I'm ok with ads, but they should be better managed. Reduce my rating to 3 stars due to frequent crashes."
555,Woodoku,4.4,"242,803",Top Free,Puzzle,"December 26, 2021","I would rate 5 stars...if it wasnt for ALL THE ADS. Omg, everytime you fail there's an ad. Every time you go to the next level, there's an ad. I wish there was an ad free version I could purchase because I really do love the actual game---when I actually get to play in between ads."
556,Woodoku,4.4,"242,803",Top Free,Puzzle,"January 5, 2022",I like this app it is a fun adaption of sudoku. However I wish this game had an undo button. Sometimes I will not have drage and dropped over the spot I had intended or will drop a tile on accident. That is the only reason I gave 4 stars instead of 5.
557,Woodoku,4.4,"242,803",Top Free,Puzzle,"January 5, 2022",The ads aren't really a big deal yeah they're after every level but a level lasts 5-10 minutes so you really shouldn't be that bothered by it and obviously the game is going to give you harder pieces to use otherwise it wouldn't be challenging and you'd be here complaining about how you're bored
558,Woodoku,4.4,"242,803",Top Free,Puzzle,"December 29, 2021","I am seeing bad reviews and so will you if you look at the reveiw section. DEFINITELY won't download. I read people are struggling with the ads and the ""ability to rotate pieces""? Anyways, don't download unless your doing an offer wall 🙄"
559,Woodoku,4.4,"242,803",Top Free,Puzzle,"December 14, 2021","I like playing this . I never have any issues using the app and the only negative thing I can say is I just wish there were more things like the ""Journey "" and maybe like at least 1 time per game to be able to turn the blocks another way but other then that I enjoy playing ."
560,Woodoku,4.4,"242,803",Top Free,Puzzle,"December 27, 2021",Game play is nice but the ads too frequent and too long. Not only is there a banner ad while you are but also an ad between each attempt. It's faster to close the game and relaunch than to sit through the ads.
561,Woodoku,4.4,"242,803",Top Free,Puzzle,"December 31, 2021",The game fun. I hate that you only get three pieces at a time and that are set so you can't flip them. If you can't make any more moves game over. I am however happy it doesn't cost to play. Give more puzzle piece options. Over all I love the game.
562,Painter Master,4.4,"91,668",Top Free,Casual,"January 3, 2022","At first i really enjoyed the game, now i dont even want to try and get the robux. I played for a while until the gems i got decreased and went to .01 . then it got even smaller, this was irritating. I dont reccomend this app if your impatient."
563,Painter Master,4.4,"91,668",Top Free,Casual,"December 24, 2021","The feature to get items on other games is utter trash. It starts rewarding less and less, so you can never get to 10,000 diamonds. It gets to the point where you get 0.8 and less. Even if you watch ads, it doesn't help. I'm uninstalling untill this is fixed."
564,Painter Master,4.4,"91,668",Top Free,Casual,"January 3, 2022","In the ad it said it would help get free robluxs but never even gave me an option to do so. It just started the game and that was it it. Not really fun unless you're using it to get through time, other than that it's eh."
565,Painter Master,4.4,"91,668",Top Free,Casual,"December 28, 2021","Currently in the queue, be patient with this game, there's an ad after every wall you paint,and the diamond offering slowly goes down, as you get closer to 10000. I will warn everyone not to play if I dont get what I've worked so hard on. Stay safe."
566,Painter Master,4.4,"91,668",Top Free,Casual,"December 30, 2021","I thought it was a nice game at first, but eventually when you almost get the amount you need, it starts giving you less and less gems. I'm in the hundredths in decimals right now, and having a total breakdown. So now I hate it!"
567,Painter Master,4.4,"91,668",Top Free,Casual,"December 30, 2021","Hey, I understand the adds because it's a free to download game. But the adds are scams. They said free rbx, which is definitely true, but the prizes keep dropping, till you have to watch an add for 1 diamond! It is kind of ridiculous. Two stars for a good idea."
568,Painter Master,4.4,"91,668",Top Free,Casual,"December 17, 2021","I love this game, it's so fun and interesting. There is a little to much ads, once your done finishing painting a house, there's a ad. But I would play this without reward, even though I don't actually works when it gives you reward, I still love it"
569,Painter Master,4.4,"91,668",Top Free,Casual,"January 4, 2022",This game is not the best when to higher levels . its give you less diamonds and yes the ads are dumb. you should not get this game It for your own good. If you want go ahead but you will regret it OK.
570,Painter Master,4.4,"91,668",Top Free,Casual,"December 29, 2021","DO NOT GET THIS APP!!! Complete!! Waste of time!!! Didn't even get me any robust or anything!! I made it to 10000, applied it and put in my user ID and stuff and it didn't do ANYTHING!!! Like I said, COMPLETE WASTE OF HOURS AND HOURS!!!! Do NOT get this app!!!!!"
571,Painter Master,4.4,"91,668",Top Free,Casual,"December 23, 2021","It's legit. Not fake. Only thing, you sit playing with it for hours, your close, and it gives you point something. U have to sit even longer. Other than that I would recommend this. Super easy, sort of addicting. Just that one thing"
572,Painter Master,4.4,"91,668",Top Free,Casual,"December 25, 2021","Although I haven't finished it,the game takes forever for you to get diamonds and it keeps getting lower,I don't even know if you will get your reward,but I do think the game is fun,but the ads."
573,Painter Master,4.4,"91,668",Top Free,Casual,"December 28, 2021","This is a good game ,but im almost at 10000 diamonds and the rewards keep getting smaller if the rewards were the same as they could be at the beginning of the game I would rate this game higher than 2 out of 5 first the reward was like 126 Dimonds now for me its like 0.01 dimonds per game."
574,Painter Master,4.4,"91,668",Top Free,Casual,"December 31, 2021","Trash. Absolute trash. Multiple ads to interrupt your game, decrease amounts of gems to make it how slow to get to the goal. Then it asks for your pin for your acc. Scam. Garbage. I'd give it 0 if it was possible."
575,Painter Master,4.4,"91,668",Top Free,Casual,"December 16, 2021","I can't express how good my experience with this game was, I will probably continue to play without intentions of getting rewards. They make it very easy to earn diamonds, and very fun when doing so. I highly recommend this game!"
576,Painter Master,4.4,"91,668",Top Free,Casual,"January 4, 2022",I like this game! It's really easy to get gems to get robux but I am still working to see if you get the robux when you redeem it but overall it's a really good game!
577,Painter Master,4.4,"91,668",Top Free,Casual,"December 28, 2021",I really liked this game at first I thought I could actually get robux. But now I don't think you can I got LOTS of gems at the start but no it's just taking away.I would not download this game it's probably just a scam.
578,Painter Master,4.4,"91,668",Top Free,Casual,"January 1, 2022","It waa really fun, and good to get some free robux. I think you should make the way of geting gems faster. But overall, it's a really good game."
579,FNF Music Battle: Beat Shooter,4.4,"20,082",Top Free,Music,"January 2, 2022","The gameplay is fine, but the one thing I'm not of fan of. Is the constant blasting of ads everything I do gives me and ad and I don't want to sit here and watch theese ads instead of play the game itself. Please remove the ads so they are not always playing while the app is open."
580,FNF Music Battle: Beat Shooter,4.4,"20,082",Top Free,Music,"January 2, 2022",First of all the animations and detail put intro this game is actually good! And the graphics are easy and also accurate! 5 stars!! Also who aninated this? They did a good job!
581,FNF Music Battle: Beat Shooter,4.4,"20,082",Top Free,Music,"January 2, 2022",It's good but it's the ads they are annoying they pop up each time I go to menu but aside from the ads it's good I only have three stars for the ads pls fix it.
582,FNF Music Battle: Beat Shooter,4.4,"20,082",Top Free,Music,"December 28, 2021","OMG I'M PLAYING SO LONG FOR SUCH FUN I CANT STOP PLAYING, HELP MEEEEEEEEEEEEEE! I am not mad for one thing that an ad shows up every time you get coins each end of game but still, the game is crazy fun"
583,FNF Music Battle: Beat Shooter,4.4,"20,082",Top Free,Music,"January 2, 2022",I don't like how the gun shoots and reloads why is there so many ads that's what I'm worried about the ads ads too much that's why I'm only giving it three stars
584,FNF Music Battle: Beat Shooter,4.4,"20,082",Top Free,Music,"December 23, 2021",It got to many ads like when I just got like just got the game lot of ads and I mean lots of them pop up on my screen like watch this and watch that like I'm going to do that I'm rating this game a one star honey fix it now please
585,FNF Music Battle: Beat Shooter,4.4,"20,082",Top Free,Music,"December 28, 2021",You are a beast bro but I dont like ads right in the middle of a game and keep up the good work
586,FNF Music Battle: Beat Shooter,4.4,"20,082",Top Free,Music,"December 24, 2021",Too many ads and sometimes it won't even let me skip it 😒 I mean cmon get you need cash but you don't need this many ad's.
587,FNF Music Battle: Beat Shooter,4.4,"20,082",Top Free,Music,"December 20, 2021","It's a pretty cool game, it's a lot like the computer version and not very laggy, only issue is there are way too many ads. I understand as too why you need them, but there's so many that it would stop me in the middle of the game to show one. Otherwise it's a great game!"
588,FNF Music Battle: Beat Shooter,4.4,"20,082",Top Free,Music,"December 30, 2021",Of the game it's really fun to play there are some glitches at sometimes but it's really fun
589,FNF Music Battle: Beat Shooter,4.4,"20,082",Top Free,Music,"December 21, 2021",This game is very nice because you can play and unlock new things from coins and it's very nice so I think it's like you can left right up down and I give you points and if you miss one you lose points it's a very nice game although there are some commercials yea that is all
590,FNF Music Battle: Beat Shooter,4.4,"20,082",Top Free,Music,"December 21, 2021",This game sucks I thought it would be good but I had a lot of lag and I couldn't play at all it lagged so much that it made me uninstall it and then an ad came up while I was in the middle of the tutorial.
591,FNF Music Battle: Beat Shooter,4.4,"20,082",Top Free,Music,"January 2, 2022",The controls are very good and I hope you add some more songs thank you
592,FNF Music Battle: Beat Shooter,4.4,"20,082",Top Free,Music,"December 17, 2021",It's a great Game is a lot of cool things about it's pretty early when you have to use coins to get through the story are the only bad thing is yis this you have to deal with ads other than that it's a great game I really suggest a lot of people played
593,FNF Music Battle: Beat Shooter,4.4,"20,082",Top Free,Music,"December 18, 2021",The only reason I gave it 4 stars is cause it gives me an ad EVERY SINGLE TIME I PLAY!!but other than that it's cool and if you have money to get rid of the ads I think u should soo oo..
594,FNF Music Battle: Beat Shooter,4.4,"20,082",Top Free,Music,"December 16, 2021","I say this game is weird, here's why if you miss less than 2 notes you die, have to watch an ad or just reset/watching another ad and you have to hit the enemies notes too like this game needs tweaking. Fix that."
595,FNF Music Battle: Beat Shooter,4.4,"20,082",Top Free,Music,"December 12, 2021",The game is okay not good not bad. If you want to try 1 time you have to watch an ad and to keep it free forever you need to use 60000 coins. 3 stars for this game.
596,FNF Music Battle: Beat Shooter,4.4,"20,082",Top Free,Music,"December 15, 2021",I love this app it has great quality but the only problem is that you get 3 hearts not like a game were you can mess up like 3 or 2 times i reccommend too add 5 hearts instead of 3 thats all ty for reading this :))
597,FNF Music Battle: Beat Shooter,4.4,"20,082",Top Free,Music,"December 13, 2021","So the game is really easy to be honest but I like it that way because in the real FNF I'm TERRIBLE so that's why I like it but the adds are fine there not constantly just add there and add there, but instead it brings the adds in every once in a while and that's why I rate this game 5 stars."
598,FNF Music Battle: Beat Shooter,4.4,"20,082",Top Free,Music,"December 13, 2021","This game is pretty fun 😄 but it also is hard I haven't unlocked them all,but mostly it's so fun and I love the colors it's kinda Intense but not really this game definitely is worth 5 stars"
599,FNF Music Battle: Beat Shooter,4.4,"20,082",Top Free,Music,"December 12, 2021",It is so much fun but there are a lot of ads and some people can't buy them to go away so you should shorten the amount of ads you put on the game but over all it is really fun and good.^_^
600,FNF Music Battle: Beat Shooter,4.4,"20,082",Top Free,Music,"December 18, 2021",I love the game! But one problem. There is to much ads! I get angry sometimes of it. But overall it is good!
601,FNF Music Battle: Beat Shooter,4.4,"20,082",Top Free,Music,"December 21, 2021","I love the game! But there are some missing songs from the original game. Here's a missing song: Razzy Stazzy. Otherwise, The game is amazing"
602,FNF Music Battle: Beat Shooter,4.4,"20,082",Top Free,Music,"November 26, 2021","I like the app, and says its offline. But when ever I try to go back to the main menu after a song, it says something like ""no internet connection"""
603,FNF Music Battle: Beat Shooter,4.4,"20,082",Top Free,Music,"December 11, 2021",I love this game so much but I do not like is the ads so take them off please and whenever I complete a level it'll not show my scores. So please fix it please!
604,FNF Music Battle: Beat Shooter,4.4,"20,082",Top Free,Music,"October 18, 2021",Just one hour of playing this game I was already obsessed with it But they've added tricky I am all out for this game I have only lost 2 times and both those times were to rooves the 3rd part of his song Really dislike I wish they would make it a little easier but besides that easy 5 star
605,The Superhero League,4.4,"81,439",Top Free,Puzzle,"December 15, 2021",Very good game in general but the ads that are included in every round we beat isn't to appreciated I'd say if you had customizable characters and better graphics this and fix the ads your game would be very much better but I rate it a 5 star because it's a good game but please fix the ads
606,The Superhero League,4.4,"81,439",Top Free,Puzzle,"December 13, 2021",It's a very good good good game but you can get any character you want I don't know if I'm supposed to or I'm just supposed to get them up by ads but it just makes me get all the characters for free very good game that's why I give it five stars
607,The Superhero League,4.4,"81,439",Top Free,Puzzle,"December 24, 2021","This is a fun game,but I would be careful on how much blood offects you put in your games. Thanks a lot for the fun stuff you provide. The blood is what give you stars."
608,The Superhero League,4.4,"81,439",Top Free,Puzzle,"December 7, 2021","Would be 5 Stars if it didn't get you stuck in adds. I know it's free with adds but I can't get back into the game. Besides that the game is absolutely the funniest game and lots of fun. My son and I take turns killing bad guys ! Nice job guys, good game to buy so it's add free."
609,The Superhero League,4.4,"81,439",Top Free,Puzzle,"December 29, 2021",To be taking nieces into fun I just like how the logo looks and I like how the games is so smooth like it could just throw people on the ground and Mr X's I could just put a box on top of Mr x and die that's my so who made this game I'm a big fan of your game!!!!
610,The Superhero League,4.4,"81,439",Top Free,Puzzle,"December 19, 2021","pretty good, could be better if there were more unique heroes. Psychic is one of the only unique heroes. 3 stars because other than that its a good game"
611,The Superhero League,4.4,"81,439",Top Free,Puzzle,"November 19, 2021","when I want to watch an ad to get a new character, I cant even play because there is no x in the top corner, so I have to restart, but when I try and get the character again, I get the same, un-skippable, break-the-game ad. And there are 30 second un-skippable ads every other level."
612,The Superhero League,4.4,"81,439",Top Free,Puzzle,"December 18, 2021",Go it's good but they should block the people that play get all the characters it has really good physics it works really well they made it so you can use a rope people you can't use the people whenever you want so but it's good love the people that made it though
613,The Superhero League,4.4,"81,439",Top Free,Puzzle,"December 27, 2021",Great game. But I paid for no ads and I should get the all the content without ads. I would ask for a refund if I knew how to...
614,The Superhero League,4.4,"81,439",Top Free,Puzzle,"December 12, 2021","Satisfying game but there's an ad EVERY, AND I MEAN EVERY 1-3 rounds. Low quality and cheap do not recommend just takes up storage on your phone."
615,The Superhero League,4.4,"81,439",Top Free,Puzzle,"December 27, 2021","Not bad. It's very fun and not many ads! I actually really like it. Although, the levels are a little too easy"
616,The Superhero League,4.4,"81,439",Top Free,Puzzle,"December 4, 2021","Most games barrage people with ads, the bright side is that this app is fair and launches one at you every 3 or 4 levels, which is pretty fair in itself, glad ads don't pop up every 2 seconds."
