Review_ID,Game_Name,Game_Url,Description,Ratings,Users,Price,Game_Category,Category_Url,Date_of_Remarks,Remarks
294,Love Fantasy: Match & Stories,https://play.google.com/store/apps/details?id=com.love.journey.match,-''-,4.8,"202,602",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 1, 2022",Zero stars if I could. This app is horrible. I get notifications every 5-10 minutes. And the coins for the tasks are way to high. Sometimes I have to do more than one game. And it's literally the same exact thing as candy crush. Deleting immediately.
295,Love Fantasy: Match & Stories,https://play.google.com/store/apps/details?id=com.love.journey.match,-''-,4.8,"202,602",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 22, 2021","Starts out okay and then things progress to the point where you HAVE to watch ads in order to pass a level. Annoying. Plus, you have to pay for everything you do, like ""brush hair"" and ""dry hair"" and ""style hair"". Money grab is right."
296,Love Fantasy: Match & Stories,https://play.google.com/store/apps/details?id=com.love.journey.match,-''-,4.8,"202,602",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 26, 2021","At first I thought this was going to be a different experience, but it isn't. My problem is when you get to the 2nd character, the amounts for makeup, services and clothes jumps astronomically. Just insane. So, you spend almost all of your time with the puzzles. There needs to be a balance."
297,Love Fantasy: Match & Stories,https://play.google.com/store/apps/details?id=com.love.journey.match,-''-,4.8,"202,602",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 2, 2022",It was fun at first but then for some reason I can't play the game anymore. I open up the game and just freezes. Now it's stuck on the intro and ask me if I either wait for close the app. And seems that none of us are getting replies of how to fix this problem so I'm uninstalling it
298,Love Fantasy: Match & Stories,https://play.google.com/store/apps/details?id=com.love.journey.match,-''-,4.8,"202,602",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 29, 2021","Terrible! You spend all your time viewing adds because the point level is so high for each little thing you're required to do to move forward. 700 points to make reservations at a nice restaurant... really. I thought I would like this, but no way how it is designed."
299,Love Fantasy: Match & Stories,https://play.google.com/store/apps/details?id=com.love.journey.match,-''-,4.8,"202,602",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 2, 2022",I had 5 stars when it was going fine until it stopped a week ago. This game did not respond to me. I can click on anything on the page and it does not respond. The company has not respond to my message or attempt to help fix the problem.
300,Love Fantasy: Match & Stories,https://play.google.com/store/apps/details?id=com.love.journey.match,-''-,4.8,"202,602",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 30, 2021","This game is really fun. The only reason that I give this game four stars is because the tasks cost too much coins. To take off previous clothes is like 500 coins. I don't like that about this game. Aside from that, the game is really fun and a great way to pass time."
301,Love Fantasy: Match & Stories,https://play.google.com/store/apps/details?id=com.love.journey.match,-''-,4.8,"202,602",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 22, 2021","👎👎 It was a decent little game. However, the amount of ads made it tedious and boring. I deleted this game within a week of starting it due to the amount of ads. They must get paid per ad as they don't ask for in game purchases often."
302,Love Fantasy: Match & Stories,https://play.google.com/store/apps/details?id=com.love.journey.match,-''-,4.8,"202,602",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 26, 2021",I understand ads. Please understand that they surpass a point of diminishing returns. Was fun at first but crossed that line shortly. As I uninstall this I won't be generating anymore revenue. Think: less is more
303,Love Fantasy: Match & Stories,https://play.google.com/store/apps/details?id=com.love.journey.match,-''-,4.8,"202,602",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 24, 2021","I'm at level 133. The game froze and it never worked again. If it's not fixed in a week or so, there's no reason to keep it. Update: well, I had hope the updated version would fix the problem. NOPE."
304,Love Fantasy: Match & Stories,https://play.google.com/store/apps/details?id=com.love.journey.match,-''-,4.8,"202,602",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 16, 2021","It's a fun game, very addicting. But the only issue I have is that everytime I watch an ad, the whole game freezes for me. And sometimes, even freezes my phone. Other than that, I would recommend the game."
305,Love Fantasy: Match & Stories,https://play.google.com/store/apps/details?id=com.love.journey.match,-''-,4.8,"202,602",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 25, 2021",The game was fun at first until it keeped making me spend almost all my money on the outfits and when I would run out of money I would have to play a stupid game not to mention the adds I don't recommend cus after one play I never wanted to play again
306,Love Fantasy: Match & Stories,https://play.google.com/store/apps/details?id=com.love.journey.match,-''-,4.8,"202,602",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 4, 2022",Language in the script is not something I would allow my teenagers to play. I teach my children that using proper words make a person smarter because the use their mind to think before they speak therefore there is no need for cuss words.
307,Love Fantasy: Match & Stories,https://play.google.com/store/apps/details?id=com.love.journey.match,-''-,4.8,"202,602",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 24, 2021","The start was okay, after going through the story and levels it got difficult. It costed at least 400, 600 for each when you barely earn enough for the puzzle. Not enjoyable, spent more time on ADs and not on the story."
308,Love Fantasy: Match & Stories,https://play.google.com/store/apps/details?id=com.love.journey.match,-''-,4.8,"202,602",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 30, 2021","Was cool till I had to pay to remove make up, wash face and other ish like that. Also notice makeup doesn't really show. The game part is fun but everything else needs work. No one wants to pay to wash face, come on now."
309,Love Fantasy: Match & Stories,https://play.google.com/store/apps/details?id=com.love.journey.match,-''-,4.8,"202,602",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 2, 2022",Fun but to simple and it really don't let u choose your own path except what they give you. It only gives one option to choose from at the end of characters having a conversation sometimes 2 options.
310,Love Fantasy: Match & Stories,https://play.google.com/store/apps/details?id=com.love.journey.match,-''-,4.8,"202,602",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 28, 2021",I love this game it is super addictive. It's not like most games that you have to put alot of money in to even get anywhere on the thing. You can watch videos and get everything you need for free. Great job guys.
311,Draw Bridge,https://play.google.com/store/apps/details?id=com.eurekastudio.drawbridge,"Drag to create a path and guide the car to the goal!
You can only draw the line once, be careful not to break the car!",3.7,"9,670",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 27, 2021","Only play this if you like watching advertisements. Every two levels there's an ad not to mention built-in adds to the stages. The stages lasts about 5 seconds each, so if you want to play through the game you get an ad every 10 to 15 seconds. It's overkill."
312,Draw Bridge,https://play.google.com/store/apps/details?id=com.eurekastudio.drawbridge,"Drag to create a path and guide the car to the goal!
You can only draw the line once, be careful not to break the car!",3.7,"9,670",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 3, 2022","This game could be fun, if you didn't have ads every 2 levels. Serioualy, it's easy and could be fun, but It was so annoying having to stop and watch an ad everytime I passed 2 levels. If you love to be interrupted every 20 secs, get this game."
313,Draw Bridge,https://play.google.com/store/apps/details?id=com.eurekastudio.drawbridge,"Drag to create a path and guide the car to the goal!
You can only draw the line once, be careful not to break the car!",3.7,"9,670",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 30, 2021",This is a really challenging game where you are forced to watch some animation of someone to save or merging cubes and you have to figure out how to back out or close the screen. In between those you just have to draw a line and watch the car go across. Not sure what the objective is.
314,Draw Bridge,https://play.google.com/store/apps/details?id=com.eurekastudio.drawbridge,"Drag to create a path and guide the car to the goal!
You can only draw the line once, be careful not to break the car!",3.7,"9,670",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 28, 2021",Do not download. Must have internet to play. I assume because then we would turn off internet to not have to see the ads. Makes the game useless for airplane travel. Also Play for 15 seconds receive 30 seconds of ads repeat. You pay with so much time it is not worth it to purchase this free game.
315,Draw Bridge,https://play.google.com/store/apps/details?id=com.eurekastudio.drawbridge,"Drag to create a path and guide the car to the goal!
You can only draw the line once, be careful not to break the car!",3.7,"9,670",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 25, 2021","Ridiculous amount of advertising. This game could be a LOT of fun, but, the amount of advertising you are forced to watch is off the charts. It really is sad, could have been a good game, but the amount of ads makes it virtually unplayable."
316,Draw Bridge,https://play.google.com/store/apps/details?id=com.eurekastudio.drawbridge,"Drag to create a path and guide the car to the goal!
You can only draw the line once, be careful not to break the car!",3.7,"9,670",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 2, 2022","Excessive ads are the downfall of all these free games. A few ads here and there is one thing. But when I find myself spending more time watching ads than I do playing the game, it just gets uninstalled! How about offering an ad-free upgrade option?"
317,Draw Bridge,https://play.google.com/store/apps/details?id=com.eurekastudio.drawbridge,"Drag to create a path and guide the car to the goal!
You can only draw the line once, be careful not to break the car!",3.7,"9,670",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 16, 2021","You cannot escape the ads! Win a level? You will see an ad. I am ok with seeing an ad after a fail or two, but I don't want to see an ad after EVERY level! There are already banner type ads and even ads as part of the game graphics. Aren't those enough?"
318,Draw Bridge,https://play.google.com/store/apps/details?id=com.eurekastudio.drawbridge,"Drag to create a path and guide the car to the goal!
You can only draw the line once, be careful not to break the car!",3.7,"9,670",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 28, 2021",After a few simple boring bridges it starts hitting you with long intrusive adds for other games. More than half of your time is wasted waiting for the same add for some other game to let you x out and get back to play. Not even close to worth the time.
319,Draw Bridge,https://play.google.com/store/apps/details?id=com.eurekastudio.drawbridge,"Drag to create a path and guide the car to the goal!
You can only draw the line once, be careful not to break the car!",3.7,"9,670",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 2, 2022","Incredibly annoying advertising experience. I don't mind ads to support apps, but having long ads for every single short beginner level makes for 5 seconds of ready game play followed by 30 seconds of ads. Terrible experience, so I'm uninstalling it after writing this."
320,Draw Bridge,https://play.google.com/store/apps/details?id=com.eurekastudio.drawbridge,"Drag to create a path and guide the car to the goal!
You can only draw the line once, be careful not to break the car!",3.7,"9,670",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 27, 2021","Made it to stage 77. Concept is good, but the difficulty doesn't really increase. Ad blocking appears needed from other reviews, I always have it so I made it to this level in about 10 minutes."
321,Draw Bridge,https://play.google.com/store/apps/details?id=com.eurekastudio.drawbridge,"Drag to create a path and guide the car to the goal!
You can only draw the line once, be careful not to break the car!",3.7,"9,670",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 2, 2022","There are more ads in this silly game than actual game play. Between every short and unchallenging level, they're is at least one, hey long ad that you have to sit through, to then spend 5 seconds to clear the next level. Uninstalled after less than 15 minutes. Don't waste your time."
322,Draw Bridge,https://play.google.com/store/apps/details?id=com.eurekastudio.drawbridge,"Drag to create a path and guide the car to the goal!
You can only draw the line once, be careful not to break the car!",3.7,"9,670",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 4, 2022","Wow too much ads, never seen a game with that much, as if my phone had a virus every 10 secs an add, and why stupid game doesn't work without enternet? not all people can afford playing with connection, it is battery consumpting as well. Just plain stupid idea to make money for the hungry owners"
323,Draw Bridge,https://play.google.com/store/apps/details?id=com.eurekastudio.drawbridge,"Drag to create a path and guide the car to the goal!
You can only draw the line once, be careful not to break the car!",3.7,"9,670",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 6, 2022","Too mand dumb ads!!!! This game is so much fun and addictive but the ads ruin it...... you get a dumb add after each level. Talk about annoying? The game also freezes up on you if you data isn't on, good luck blocking ads the old/free style?"
324,Draw Bridge,https://play.google.com/store/apps/details?id=com.eurekastudio.drawbridge,"Drag to create a path and guide the car to the goal!
You can only draw the line once, be careful not to break the car!",3.7,"9,670",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 24, 2021","The gameplay is okay, but the are too many ads. The first time I played, there were only unobtrusive ads at the bottom of the screen. Now there are full-screen ads after every level. The game also doesn't work without internet, so I can't use airplane mode to avoid the ads."
325,Draw Bridge,https://play.google.com/store/apps/details?id=com.eurekastudio.drawbridge,"Drag to create a path and guide the car to the goal!
You can only draw the line once, be careful not to break the car!",3.7,"9,670",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 26, 2021","The game aspect is good, nice little puzzler with drawing to solve. It is ultimately undone by the ads, which are full screen every 2 or 3 levels (or about every 90 seconds). They're about 15 seconds long and can't be skipped."
326,Draw Bridge,https://play.google.com/store/apps/details?id=com.eurekastudio.drawbridge,"Drag to create a path and guide the car to the goal!
You can only draw the line once, be careful not to break the car!",3.7,"9,670",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 5, 2022","Great game! No ads at all and fun game. But when the black car is there, it kinda just makes the levels harder than the others. But other than that, great job making this game!"
327,Draw Bridge,https://play.google.com/store/apps/details?id=com.eurekastudio.drawbridge,"Drag to create a path and guide the car to the goal!
You can only draw the line once, be careful not to break the car!",3.7,"9,670",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 23, 2021","Very bad game because of amount of ads for very short rounds. If there were shorter ads or fewer then it would be okay, they have to make their money somehow, but the way it is you'll be watching more ads than actually playing the game. Don't waste your time"
328,Draw Bridge,https://play.google.com/store/apps/details?id=com.eurekastudio.drawbridge,"Drag to create a path and guide the car to the goal!
You can only draw the line once, be careful not to break the car!",3.7,"9,670",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 5, 2022","One of those games that might be fun if it wasn't just a blatantly obvious platform to run ads on. There's thousands of apps like this one, and everyone of them dies quickly so screw you devs, hope you fail."
329,Draw Bridge,https://play.google.com/store/apps/details?id=com.eurekastudio.drawbridge,"Drag to create a path and guide the car to the goal!
You can only draw the line once, be careful not to break the car!",3.7,"9,670",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 4, 2022",The game is ok for passing the time on your break BUT you spend more time watching ads that you cannot skip than actually playing the game. Literally an ad every 10 to 15 seconds. Waste of time.
330,Draw Bridge,https://play.google.com/store/apps/details?id=com.eurekastudio.drawbridge,"Drag to create a path and guide the car to the goal!
You can only draw the line once, be careful not to break the car!",3.7,"9,670",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 29, 2021","Yeah you can't play 2 levels without getting three layers of advertisement. The first 20 levels you can solve with a straight line. This game probably took a week to whip up. Cheap, boring and predatory."
331,Draw Bridge,https://play.google.com/store/apps/details?id=com.eurekastudio.drawbridge,"Drag to create a path and guide the car to the goal!
You can only draw the line once, be careful not to break the car!",3.7,"9,670",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 30, 2021",Update: Got to level 400 and became repeative again 🧐----------------- I liked the new update it seem to fix the problem of being repetitive or too easy. I like games that make me strategize. As for the ads just put a ad blocker.👍🏼
332,Draw Bridge,https://play.google.com/store/apps/details?id=com.eurekastudio.drawbridge,"Drag to create a path and guide the car to the goal!
You can only draw the line once, be careful not to break the car!",3.7,"9,670",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 6, 2022",Would be a simple enjoyable game to pass the time but there are just too many ads. You can fast forward through them after a few seconds but when you are doing that every 3 to 5 seconds it takes the fun of of any actual game time
333,Draw Bridge,https://play.google.com/store/apps/details?id=com.eurekastudio.drawbridge,"Drag to create a path and guide the car to the goal!
You can only draw the line once, be careful not to break the car!",3.7,"9,670",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 22, 2021","It could be a nice simple game, if you can ever get to play it. 10 seconds to play a level then 2 minutes of adverts that you can not get past, then another 10 seconds of game and 2 minutes of adverts. Not worth the time or efort."
334,Draw Bridge,https://play.google.com/store/apps/details?id=com.eurekastudio.drawbridge,"Drag to create a path and guide the car to the goal!
You can only draw the line once, be careful not to break the car!",3.7,"9,670",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 13, 2021","Absolutely trash game. If your phone is in airplane mode it won't let you play it. It's just a cheap, money hungry developer trying to make money. Uninstalled. Sick of ads after every single level."
335,Parking Jam 3D,https://play.google.com/store/apps/details?id=com.lszenlamzr.parkingjam,-''-,3.8,"200,032",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 5, 2022","It's really fun, but there's to many ads. When upgrading island properties, they all end up hospitals, or you can't go forward. You can't turn off notifications. The communities look ""lame"" all the same. I currently have 8 hospitals... It's not cool..."
336,Parking Jam 3D,https://play.google.com/store/apps/details?id=com.lszenlamzr.parkingjam,-''-,3.8,"200,032",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 4, 2022",1 ad for every level played. Uninstalled with in 24 hours. Couldn't take the ads any more. The game is not even that good. Do better next time or keep getting bad reviews. A year later this game continues to be full of ads. Un uninstalled again.
337,Parking Jam 3D,https://play.google.com/store/apps/details?id=com.lszenlamzr.parkingjam,-''-,3.8,"200,032",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 23, 2021","The commercials take up a horrendous amount of time. After awhile I got fed up and deleted this game. The amount of time delay was a huge game changer for me. Fun? At first it was, then the commercial delays became a nuisance and I lost interest. After a little over a week I got rid of the game."
338,Parking Jam 3D,https://play.google.com/store/apps/details?id=com.lszenlamzr.parkingjam,-''-,3.8,"200,032",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 26, 2021","Nothing but ads ads ads, oh yea you guessed it ads ads ads. I get they need them for revenue but ads after every stage. But after playing this game after my 6yr was bitchen & moaning about the ads, I see why. Uninstalling before you finish reading this. Good job dev team on killing yet another game."
339,Parking Jam 3D,https://play.google.com/store/apps/details?id=com.lszenlamzr.parkingjam,-''-,3.8,"200,032",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 1, 2022",I'm on level 60 and the game has not got any harder and the levels are so repetitive. Ads takes more time than play time spent on game. I like the concept of the game but will uninstall for those reasons.
340,Parking Jam 3D,https://play.google.com/store/apps/details?id=com.lszenlamzr.parkingjam,-''-,3.8,"200,032",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 29, 2021","The game is fun, but having an add after every single level is really irritating and makes me want to uninstall the game. I know I can get rid of ads by paying, but I'm not gonna do that. An ad after every 3-4 levels would make playing the game not so annoying."
341,Parking Jam 3D,https://play.google.com/store/apps/details?id=com.lszenlamzr.parkingjam,-''-,3.8,"200,032",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 6, 2022","Addictive for sure! Just don't like all the puzzles they have available at one time. It will take 6 months to complete even 1. 😔 I was wrong. All the puzzles are done, no new ones, bummer. I've never paid to block ads but I did here. By"
342,Parking Jam 3D,https://play.google.com/store/apps/details?id=com.lszenlamzr.parkingjam,-''-,3.8,"200,032",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 2, 2022","Great game, a lot of fun. Over the top with forced ads though. I realize the developers are here to make $$ but the amount of ads is a bit exploitative. Can't pay a level without a 30 second ad."
343,Parking Jam 3D,https://play.google.com/store/apps/details?id=com.lszenlamzr.parkingjam,-''-,3.8,"200,032",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 5, 2022","Addicted to this game with out the ads. I'm on level 1038 and it's just as easy as level 25. Challenges are too far away, unlocked after 50 levels? I like the game just more challenging Coins...what am I supposed to do with all these coins? How about refilling lives, or unlocking challenges?"
344,Parking Jam 3D,https://play.google.com/store/apps/details?id=com.lszenlamzr.parkingjam,-''-,3.8,"200,032",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 28, 2021",Total buls**t. Way to many ads. Not even worth playing unless you opt for the no ads but it isnt free. It would be a good game if the developers werent so greedy with all the ad watching. Its really sad because i liked the game. Uninstalling and dont recommend anyone to play it.
345,Parking Jam 3D,https://play.google.com/store/apps/details?id=com.lszenlamzr.parkingjam,-''-,3.8,"200,032",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 2, 2022","Downloaded because the ad seemed fun, made it to level 296 letting my 4 year old play, this game is not a challenge. Maybe if I would stick around for level 3000 it might get interesting but even the kid is getting bored of watching the ads"
346,Parking Jam 3D,https://play.google.com/store/apps/details?id=com.lszenlamzr.parkingjam,-''-,3.8,"200,032",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 4, 2022","I'm about 50 levels in and even the ""challenges "" are not challenging.. and then there's the ad after basically every level so you spend more time watching ads then actually playing the game."
347,Parking Jam 3D,https://play.google.com/store/apps/details?id=com.lszenlamzr.parkingjam,-''-,3.8,"200,032",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 2, 2022","Fun, but... The game does will not connect to the internet for me to be able to access the content and bonus features made available through watching ads."
348,Parking Jam 3D,https://play.google.com/store/apps/details?id=com.lszenlamzr.parkingjam,-''-,3.8,"200,032",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 26, 2021",Good game but far to many ads. I totally understand that you need adsro keep it free but after every single round. Ridiculous. Would give it more stars if it weren't for the ads
349,Parking Jam 3D,https://play.google.com/store/apps/details?id=com.lszenlamzr.parkingjam,-''-,3.8,"200,032",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 30, 2021",Glitches in the forced advertising video to next level or bonus does not even complete....so I spend random lost moments of my life not playing the violin watch some random videos about other games or whatnot to NOT COLLECT THE 100 COINS...or whatever 🙄 😑.
350,Parking Jam 3D,https://play.google.com/store/apps/details?id=com.lszenlamzr.parkingjam,-''-,3.8,"200,032",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 30, 2021","I can see this being very addicting to play, but the amount of ads are insane. There's a ad after almost every single level. That's just ridiculous."
351,Parking Jam 3D,https://play.google.com/store/apps/details?id=com.lszenlamzr.parkingjam,-''-,3.8,"200,032",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 4, 2022","Is constantly being interrupted with commercials ,game commercials. I would like time to play the one I downloaded.There is more time with the ads than time you have to play the game."
352,Parking Jam 3D,https://play.google.com/store/apps/details?id=com.lszenlamzr.parkingjam,-''-,3.8,"200,032",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 3, 2022","while the game itself is a fun idea, it takes to long for the harder levels to come. i am on level 40 something and still at the beginner level."
353,Parking Jam 3D,https://play.google.com/store/apps/details?id=com.lszenlamzr.parkingjam,-''-,3.8,"200,032",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 17, 2021","It was fun for a few minutes. Not challenging at all, and way, way, way too many ads!!! Each level is like 10 seconds long and there's an ad in between each one! It's a good game for a 5 year old."
354,Huggy 456 Survival Playtime,https://play.google.com/store/apps/details?id=com.huggy.playtime.squid.surival,"Have you ever thought about a brand new survival-running game with a horror character? It’s not a classic hide and seek poppy game as usual. This game is a combination of a squid survival game, cookie carver challenge and poppy playtime game.
Your task is clever, quick to the only winner! You don’t have to hide and seek with Poppy anymore, have to do anything to defeat him. Huggy 456 Survival Playtime has many fighting 3d games such as red light green light, rock paper scissors shoot, gemstone, dalgona candy , tug of war and Jump on the glass. Enjoy this poppy playtime game and fight with the big boss scary doll in the end.
Moreover, you definitely cannot ignore the knife level - a fighting game for survival. Don’t let huggy and wuggy lose the game.
Download Huggy 456 Survival Playtime now to immerse yourself in the super hot game and become the ultimate winner bringing home the prize of 45.6 billion won. Enjoy the game with friends and family, you will never be disappointed.",4.2,"1,460",Free,Action,https://play.google.com/store/apps/category/GAME_ACTION,"December 31, 2021",Absolutely terrible the graphics are unfixable at this point red light green light IS IMPOSSIBLE what am I saying all of the games are rigged most worst thing about 👹👹👹
355,Huggy 456 Survival Playtime,https://play.google.com/store/apps/details?id=com.huggy.playtime.squid.surival,-''-,4.2,"1,460",Free,Action,https://play.google.com/store/apps/category/GAME_ACTION,"January 6, 2022",This game SUCKS so bad!!!! It took me 1 hour to get past red light green light the graphics suck and this game does NOT deserve 4.2 rating this game deserves 0.0 game should be taken down
356,Huggy 456 Survival Playtime,https://play.google.com/store/apps/details?id=com.huggy.playtime.squid.surival,-''-,4.2,"1,460",Free,Action,https://play.google.com/store/apps/category/GAME_ACTION,"December 29, 2021",it was cool for a minute till it got old. In only 10 minutes
357,Huggy 456 Survival Playtime,https://play.google.com/store/apps/details?id=com.huggy.playtime.squid.surival,-''-,4.2,"1,460",Free,Action,https://play.google.com/store/apps/category/GAME_ACTION,"January 5, 2022",11 squid game and poppy play time so 5 stars
358,Huggy 456 Survival Playtime,https://play.google.com/store/apps/details?id=com.huggy.playtime.squid.surival,-''-,4.2,"1,460",Free,Action,https://play.google.com/store/apps/category/GAME_ACTION,"December 29, 2021",Awesome I am a huge fan of huggy wuggy and squid game
359,Huggy 456 Survival Playtime,https://play.google.com/store/apps/details?id=com.huggy.playtime.squid.surival,-''-,4.2,"1,460",Free,Action,https://play.google.com/store/apps/category/GAME_ACTION,"December 24, 2021",this is like poppy playtime in squid game butt I like this game
360,Huggy 456 Survival Playtime,https://play.google.com/store/apps/details?id=com.huggy.playtime.squid.surival,-''-,4.2,"1,460",Free,Action,https://play.google.com/store/apps/category/GAME_ACTION,"December 31, 2021",It's so fun to play with
361,Huggy 456 Survival Playtime,https://play.google.com/store/apps/details?id=com.huggy.playtime.squid.surival,-''-,4.2,"1,460",Free,Action,https://play.google.com/store/apps/category/GAME_ACTION,"December 28, 2021",This is awesome.
362,Huggy 456 Survival Playtime,https://play.google.com/store/apps/details?id=com.huggy.playtime.squid.surival,-''-,4.2,"1,460",Free,Action,https://play.google.com/store/apps/category/GAME_ACTION,"January 5, 2022",I'm a big fan of huggy-wuggy and I also love huggy-wuggy
363,Huggy 456 Survival Playtime,https://play.google.com/store/apps/details?id=com.huggy.playtime.squid.surival,-''-,4.2,"1,460",Free,Action,https://play.google.com/store/apps/category/GAME_ACTION,"December 30, 2021",This is a horrible app it wastes your time it wont let me donload it even though i have a lot of space on my fricken phone😡😡😡😡😡😡😡😡😡😡😡😡😠😠😡😡😠😠😠😠😠😠😠💢
364,Huggy 456 Survival Playtime,https://play.google.com/store/apps/details?id=com.huggy.playtime.squid.surival,-''-,4.2,"1,460",Free,Action,https://play.google.com/store/apps/category/GAME_ACTION,"December 29, 2021","Wow I will give up game for 900,000 dollars GB I am VlP"
365,Huggy 456 Survival Playtime,https://play.google.com/store/apps/details?id=com.huggy.playtime.squid.surival,-''-,4.2,"1,460",Free,Action,https://play.google.com/store/apps/category/GAME_ACTION,"January 3, 2022",I never played but I ❤ today
366,Huggy 456 Survival Playtime,https://play.google.com/store/apps/details?id=com.huggy.playtime.squid.surival,-''-,4.2,"1,460",Free,Action,https://play.google.com/store/apps/category/GAME_ACTION,"January 6, 2022",i love to play it
367,Huggy 456 Survival Playtime,https://play.google.com/store/apps/details?id=com.huggy.playtime.squid.surival,-''-,4.2,"1,460",Free,Action,https://play.google.com/store/apps/category/GAME_ACTION,"January 5, 2022",I'm love it
368,Huggy 456 Survival Playtime,https://play.google.com/store/apps/details?id=com.huggy.playtime.squid.surival,-''-,4.2,"1,460",Free,Action,https://play.google.com/store/apps/category/GAME_ACTION,"January 3, 2022",I suck dick
369,Huggy 456 Survival Playtime,https://play.google.com/store/apps/details?id=com.huggy.playtime.squid.surival,-''-,4.2,"1,460",Free,Action,https://play.google.com/store/apps/category/GAME_ACTION,"December 29, 2021",cool cool cool. cool cool
370,Huggy 456 Survival Playtime,https://play.google.com/store/apps/details?id=com.huggy.playtime.squid.surival,-''-,4.2,"1,460",Free,Action,https://play.google.com/store/apps/category/GAME_ACTION,"January 1, 2022",it is great
