Review_ID,Game_Names,Ratings,Price,Game_Category,Date_of_Remarks,Remarks
165,Geometry Dash,4.6,$1.99 Buy,Arcade,"October 23, 2021",Its great there different menu music but it still is a great feel of nostalgia differently recommend to get👌👍
166,Geometry Dash,4.6,$1.99 Buy,Arcade,"December 16, 2021","I wanted to play this game after 7 years of watching Youtubers play it, but the biggest issue I have is that the camera monitor will lock whenever it's up/activated and I haven't been able to get past Night 1 because of it. PLEASE fix this."
167,Geometry Dash,4.6,$1.99 Buy,Arcade,"November 27, 2021","One of my favorites in the franchise. It's stressful, thrilling, and has great controls. If you haven't played any of the fnaf games, I reccomend you okay this one first. You don't even have to play the first one to understand what's going on."
168,Geometry Dash,4.6,$1.99 Buy,Arcade,"September 29, 2021",It's a 4/5 for me because there was a glitch like I couldn't pull down my camera but overall the game is good.
169,Geometry Dash,4.6,$1.99 Buy,Arcade,"November 24, 2021","bro this game is fun. its epic. and its really cool that is has more animatronics, just its a different experience. but night 3 is hard to beat! like i get scared when an animatronic gets in your office. im glad that they added the radar map, fast nights and unlimited power."
170,Geometry Dash,4.6,$1.99 Buy,Arcade,"November 4, 2021","Great, I'm on night 3 and it has been so fun. The characters are so cool, however, withered foxy is so annoying, same with the puppet. But that just adds on to the creepiness and stress! And I still give it 5 stars!!👍"
171,Geometry Dash,4.6,$1.99 Buy,Arcade,"December 8, 2021","The game is smooth, fairly easy to understand, and is honestly one of the best games ive played so far. Its difficult, but not so difficult you cant beat it and the graphics are wonderful."
172,Geometry Dash,4.6,$1.99 Buy,Arcade,"December 6, 2021",This is one of my favorite games But I'm on the 2nd 3rd night when I go to the music Box the wind it up I get stuck on the camera plz fix
173,Geometry Dash,4.6,$1.99 Buy,Arcade,"November 26, 2021","Needs work, on night 4 there's always a bug that makes it so that around halfway through the night you can't exit your camera making you lose eventually. The controls on the bottom could also be more sensitive as sometimes I have to press them multiple times which can also cause me to lose."
174,Geometry Dash,4.6,$1.99 Buy,Arcade,"October 18, 2021","This is the best out of all of them in my opinion, the only thing wrong is that most of the time the light doesn't work on the hall which makes it harder to get rid of Foxy. Other than that this game is wonderful!"
175,Geometry Dash,4.6,$1.99 Buy,Arcade,"December 19, 2021",This game is more harder than Five Nights at Freddy's 1 there is a lot of animatronic but it is fun.
176,Geometry Dash,4.6,$1.99 Buy,Arcade,"December 10, 2021","Really good!! I've wanted to play a FNaF game for a while now, so I decided to buy this game, and I'm having lots of fun so far! I really recommend that you buy this when you can."
177,Geometry Dash,4.6,$1.99 Buy,Arcade,"December 15, 2021",Great game there's good physics and there's a perfect tragic story. and very graphic I love the game. it's the best there's been some good stuff in the game. and I love how it has creepypastas on YouTube about this game. best horror game good for Halloween 🎃 the developer put alot of effort.
178,Stardew Valley,4.7,$4.99 Buy,Role Playing,"December 17, 2021","I stopped playing for a couple years and came back got to night five and it's stupid. Foxy,mangle,withered Bonnie,withered chica, balloon boy keep appearing and it's impossible I even bought the stuff to make it easier and I can't beat it"
179,Stardew Valley,4.7,$4.99 Buy,Role Playing,"December 16, 2021","this game is so much fun to play just in general the mechanics are the same and its alot of fun to play when your bored if you want a good scare and or laugh get this game, however it is a tad bit laggy. other than that you should buy this game."
180,Stardew Valley,4.7,$4.99 Buy,Role Playing,"December 6, 2021","GREAT GAME! Previous problems ive reported seem to have been fixed! :D I will occasionally crash but im sure thats because of my device, not the game. Its only when I have a certain amount of animatronics active and they all attack at the same time."
181,Stardew Valley,4.7,$4.99 Buy,Role Playing,"October 20, 2021",I love the game and the animatronics but it is a little bit boring because there is not a lot of animatronics that you can try to survive from
182,Stardew Valley,4.7,$4.99 Buy,Role Playing,"October 13, 2021","I love this game so much, you should buy this game,it's so much fun, and you can get any fnaf character you want, and I used easy characters , ucn is so much fun and scary"
183,Stardew Valley,4.7,$4.99 Buy,Role Playing,"December 7, 2021","Always freezes at the end right before 6am. I have checked my WiFi and looked at my computer, and it wont stop freezing! I hate to give FNAF a low rating, but I hate the freezing."
184,Stardew Valley,4.7,$4.99 Buy,Role Playing,"November 23, 2021",Very fun and my highest time in 20/50 is 1 Minute proving how hard it is! I love this game so my but sadly had to Uninstall it due to storage problems
185,Stardew Valley,4.7,$4.99 Buy,Role Playing,"December 18, 2021",First make springtrap more harder by making him walk in halls also make scraptrap also walk in halls please he is just so easy same as springtrap make him walk in halls but everything else is really good I highly recommend u playing this game it is really good.
186,Stardew Valley,4.7,$4.99 Buy,Role Playing,"December 18, 2021",Super laggy takes 3 seconds to put on the mask and the momiter and i hate deedee and might marion but i got the game on my switvh and i can tell its a good game buy the game if you can run it.
187,Stardew Valley,4.7,$4.99 Buy,Role Playing,"October 24, 2021",good game though all the lag completly sucks because when i get jumpscared and die it kicks me off the games (sometimes) but other than that its alright hope this helps if your looking to spend money on this game :D
188,Stardew Valley,4.7,$4.99 Buy,Role Playing,"November 14, 2021","Awesome game! Although, sometimes it crashes or delays but other than that its really good!! Would reccommend."
189,Stardew Valley,4.7,$4.99 Buy,Role Playing,"November 8, 2021",The game is good but sometimes withered Bonnie kills me even when i have my mask on and the toyfreddy hitbox to close the doors are so small i literally have to click it 10 times sometimes and die because of it
190,Stardew Valley,4.7,$4.99 Buy,Role Playing,"September 29, 2021","I love this game, you can make the animatronics go so easy on you, then make every single one of them go Super Saiyan on you!!😂😂 I love this game, and I highly recommended if you like Five Nights at Freddy's!!"
191,Stardew Valley,4.7,$4.99 Buy,Role Playing,"December 13, 2021",Good game but can you make it to have the security breach animatronics i would love that and keep up the work dev
192,Stardew Valley,4.7,$4.99 Buy,Role Playing,"November 8, 2021","I really enjoy this game! However it can be a bit finicky with the touch controls at times. It also has a bit of lag before a jumpscare, so its not exactly surprising when they happen."
193,Stardew Valley,4.7,$4.99 Buy,Role Playing,"October 28, 2021",this game was worth the 3$! i tried to get it on fnaf 6 but it crashed to much. this lived up to my style of games
194,Stardew Valley,4.7,$4.99 Buy,Role Playing,"November 26, 2021","I use the mobile version, and it definitely needs an update. It's a fun game, but for me it crashes when I reach 6am, which is really frustrating, or when I get DD repel."
195,Stardew Valley,4.7,$4.99 Buy,Role Playing,"December 19, 2021",This game is great I have no complaints other then if you put all of the characters at 20 it will crash but I think it's to much for the game
196,Stardew Valley,4.7,$4.99 Buy,Role Playing,"November 26, 2021",This game is so good i love it! One thing tho i do not like toy freddy bc he wants me to play his game so why are you playing it. But really i love this game. I wish some of the animictronics were like how they are in the real game. Besides that great game!
197,Stardew Valley,4.7,$4.99 Buy,Role Playing,"October 25, 2021",It's cool because I like all the characters and you should add the security breach and uhhhh start working on it because I would be a fan of your work.
198,Stardew Valley,4.7,$4.99 Buy,Role Playing,"October 2, 2021","This is one of the best and most customizable (hence the name) fnaf games! But a little advice to get less monitor lag, go to settings and uncheck the Game Quality."
199,Stardew Valley,4.7,$4.99 Buy,Role Playing,"November 18, 2021","Very good but there are some characters missing like withered foxy and shadow freddy, and There is a problem, my points don't get added to my high score and I have to get over my high score to even get points, but could you please make it so it all adds up. Thank you bye. 😉"
200,Stardew Valley,4.7,$4.99 Buy,Role Playing,"November 20, 2021",I really like the game but on my phone and chromebook I have no option to scroll down but there's still more characters than what is on the screen and I would really appreciate it if you fixed it.
201,Stardew Valley,4.7,$4.99 Buy,Role Playing,"November 24, 2021",Let's be honest. We all just wanted PORTAL and not this. Port it to my phone minus the super fun (not) build a bridge and get rich(er) Seriously....... Portal meets anything would be better than this yawnfest.
202,Stardew Valley,4.7,$4.99 Buy,Role Playing,"December 8, 2021","Very authentic portal experience, and the portals themselves add a fun and interesting aspect to the tiny bridge game concept. Loving it so far!"
203,Stardew Valley,4.7,$4.99 Buy,Role Playing,"November 3, 2021","It's one of those bridge building games, but it's set in the portal universe, in aperture science labs. Fun, no major issues"
204,Stardew Valley,4.7,$4.99 Buy,Role Playing,"October 3, 2021",Very focused on its purpose of it's game title helpful tip's also very great on obstacle's excitement but also intriguing to the mind to learn but also understand ways of structures
205,Stardew Valley,4.7,$4.99 Buy,Role Playing,"December 11, 2021","Alright, this game is pretty cool. The real voice lines from Ellen McLain herself really makes me smile. Gameplay is good too, but the controls can certainly get annoying. Overall fun time. Good buy."
206,Stardew Valley,4.7,$4.99 Buy,Role Playing,"December 20, 2021","The tutorial is infuriating and completely unnecessary, I don't understand how in this day and age we don't have skip the tutorial option seriously made me not want to play the game"
207,Stardew Valley,4.7,$4.99 Buy,Role Playing,"November 15, 2021","The game is super fun, I love the physics engine. Im unsure if i would pay for it (I have the play pass)"
208,Stardew Valley,4.7,$4.99 Buy,Role Playing,"December 4, 2021",Love this game. Not easy but not impossible and you don't have to play to keep playing.
209,Stardew Valley,4.7,$4.99 Buy,Role Playing,"October 15, 2021",The controls are very frustrating. I'm having to delete and re-place bridge parts frequently due to placing them slightly off point. The function to move existing bridge parts usually doesn't work.
210,Stardew Valley,4.7,$4.99 Buy,Role Playing,"October 22, 2021","I already rated this game, i don't know why so many of my ratings don't save. But for this game, if you enjoy bridge construction games and loved the snarky comments and portals of the original Portal games, than you'll really enjoy this game for sure."
211,Stardew Valley,4.7,$4.99 Buy,Role Playing,"October 23, 2021",Love this game it's kind of hard at first but makes you really think and is quite enjoyable
212,Stardew Valley,4.7,$4.99 Buy,Role Playing,"October 3, 2021",Not as good of a bridge simulator as several dedicated bridge building games I have played but the portal aspect makes for a great puzzle game.
213,Stardew Valley,4.7,$4.99 Buy,Role Playing,"October 2, 2021",Very addicting and very nostalgic. This is an amazing way to carry on the portal games!
214,Stardew Valley,4.7,$4.99 Buy,Role Playing,"November 26, 2021",Worth it but please add a vibration feature when your bridge pieces are connected or aligned.
215,Stardew Valley,4.7,$4.99 Buy,Role Playing,"October 9, 2021","Good visual and sound design, but game is boring. It's not making you think, and harder level only means you will have to build more and more platforms instead of trying to come up with clever solutions."
216,Stardew Valley,4.7,$4.99 Buy,Role Playing,"December 9, 2021",The game has terrible controls. It's too hard to tell when you line pieces up
217,Stardew Valley,4.7,$4.99 Buy,Role Playing,"December 15, 2021","This game is a great puzzle game, the Portal humor is outstanding and hilarious. I recommend this game if you love building games. Just get it, you won't be disappointed, it's also free on the phone, just like the Xbox Game Pass version."
218,Five Nights at Freddy's,4.7,$2.99 Buy,Action,"November 25, 2021","One of the best games I've purchased. A very fun, challenging, and satisfying game. Highly reccomend. There have been more than a few levels I've gotten completely stuck on, and that's a good thing for a game like this."
219,Five Nights at Freddy's,4.7,$2.99 Buy,Action,"December 19, 2021","This game is a lot of fun. At first the levels are pretty easy, but they can make you think after level 16."
220,Five Nights at Freddy's,4.7,$2.99 Buy,Action,"November 25, 2021","Works surprising well for being a PC game ported to mobile. Just as fun as the PC version, but now it's pocket sized. I love it!"
221,Five Nights at Freddy's,4.7,$2.99 Buy,Action,"December 17, 2021",I feel robbed. When i first purchased this game it played well with no note worthy issues. Now I can't even get the start page to stay up without the app crashing. Looking at other recent reviews I see I am not the only one having this issue. Either fix the issue or start issuing refunds.
222,Five Nights at Freddy's,4.7,$2.99 Buy,Action,"November 17, 2021","This game worked perfectly fine on my old phone, and I was excited to be able to play it on my new phone, but IT KEEPS CRASHING!! I can't even experience the game because it won't even open without crashing. There are some serious issues with this game lol, don't waste your money! TERRIBLE 0/5 STARS"
223,Five Nights at Freddy's,4.7,$2.99 Buy,Action,"October 17, 2021",Doesn't start. Have had this problem for over 5 months. Loads for a few seconds and then quits. Does the same with a different GTA mobile game. Love the original on PS2 and PC. This mobile one doesn't work. I am using a Pixel 5
224,Five Nights at Freddy's,4.7,$2.99 Buy,Action,"December 23, 2021","Game loads up and plays. Steering controls are horrible. For some reason, car steers off to the right and we all know how annoying those light posts can be and mess you up. Other than that, its ok."
225,Five Nights at Freddy's,4.7,$2.99 Buy,Action,"December 10, 2021","Crashes on start up like everyone else. Used to be able to play on this phone, now it won't. Even after reinstalls. I have a Galaxy Note 20 Ultra 5G 512gb and it still won't start up. I'm pretty sure my $1500 phone isn't the problem... read your reviews Rockstar. FIX IT!"
226,Five Nights at Freddy's,4.7,$2.99 Buy,Action,"November 2, 2021","Can't tell you how many times I installed, untinstalled, restarted my phone. I thought that maybe it just wouldn't happen to my phone but it did. Doesn't even open, and seeing as the last update hasn't been since 2019, don't download it. Not worth until an update comes by."
227,Five Nights at Freddy's,4.7,$2.99 Buy,Action,"December 16, 2021","Game will not launch after installing. It is literally unplayable. It crashes just as you open the game, before you even get to a loading screen or anything. Do not buy this game if you're on Android 12."
228,Five Nights at Freddy's,4.7,$2.99 Buy,Action,"October 23, 2021","As others have said, it crashes on startup. Uninstalled and downloaded again, even the icon has changed from normal logo to small logo on white background. That usually indicates corrupt files somewhere. It wouldn't be a big deal if I had not spent money on it"
229,Five Nights at Freddy's,4.7,$2.99 Buy,Action,"December 19, 2021",Worked great before I updated and I didn't realize it was the update until looking at the rest of the feedback. It's a disappointment when I pay my hard earned money to play this game and can't even play it because someone can't get their stuff straight. Please fix !!!
230,Five Nights at Freddy's,4.7,$2.99 Buy,Action,"December 16, 2021","""Greatest game of all time,hope to see it remastered one day💪.""(Old rewiev) The game doesn't even start on new android version and it's really annoying because i love this game and i want to play it. I hope they fix the issue soon"
231,Five Nights at Freddy's,4.7,$2.99 Buy,Action,"August 21, 2021",Won't load. Seems to be the same problem with everyone. My son was so excited to play this game again after I purchased it a while back. Now it won't load. Pretty frustrating considering everyone has been having this problem and still nobody has done a thing about it
232,Five Nights at Freddy's,4.7,$2.99 Buy,Action,"July 4, 2021","This game is just fantastic! Even though the controls take a little while to get used to, and the graphics aren't the same as the PS2 & OG Xbox versions, it's still amazing to play a fully functional SA game in your own pocket!"
233,Five Nights at Freddy's,4.7,$2.99 Buy,Action,"December 22, 2021",Best DS for android. I've tried the others but they didn't have as many features or didn't run at the potential they should be running like they do with Drastic. Keep up the good work guys and I am always on the lookout for updates.
234,Five Nights at Freddy's,4.7,$2.99 Buy,Action,"December 15, 2021",It's the only emulator I know of where the audio holds up. Pretty much perfect. This is probably the most worthwhile 5 bucks I've spent on Google play.
235,Five Nights at Freddy's,4.7,$2.99 Buy,Action,"December 21, 2021","Perfect except for the lack of support for external storage, I need to be able to keep games on an SD card due to limited internal storage. Please allow the app to access roms on external storage!"
236,Five Nights at Freddy's,4.7,$2.99 Buy,Action,"September 30, 2021",works like a charm and isnt a chore to navigate compared to most other roms. tbh i usually keep this and a few roms on hand because of it. highly recommend this emu if you want a really good ds emu
237,Five Nights at Freddy's,4.7,$2.99 Buy,Action,"December 6, 2021",FOUND FIX FOR GAMES NOT RUNNING OFF SD CARD!!! Download Dig App from Play Store. Scan for Roms in the Dig App. Copy one ROM to Internal Storage to prevent Drastic from scanning. Launch game from Dig app. You're welcome ;)
238,Five Nights at Freddy's,4.7,$2.99 Buy,Action,"July 10, 2021","controls take up so much screen space that your ability to use the emulated touchscreen is nonexistent. refuses to save game data. every time i close the app, after saving of course, i lose all progress in my games."
239,Five Nights at Freddy's,4.7,$2.99 Buy,Action,"November 28, 2021",Can't read as card and it screwed everything up when I transferred my games to my sd card. Even after transferring them back to internal storage it was still screwed up and wouldn't read them.
240,Five Nights at Freddy's,4.7,$2.99 Buy,Action,"December 9, 2021",used to be my all time facorite with great features and smooth game play. but since the android update I have not been able to map to my folder and there doesnt seem to of been any movement to find a solution to this
241,Five Nights at Freddy's,4.7,$2.99 Buy,Action,"October 26, 2021","Best DS emulator via mobile. Has a good amount of options, runs smoothly some hiccups but those are rare and with the new updates more bugs are smashed so it gets better. If you want your DS fix I say buy it...it's totally worth every penny!"
242,Five Nights at Freddy's,4.7,$2.99 Buy,Action,"December 18, 2021","Unplayable because the app won't search extended memory card. Every other emulator app I have uses my external, and I'm not gonna move my multiple gigabytes worth of games over to my internal storage for this app. Please update this."
243,Five Nights at Freddy's,4.7,$2.99 Buy,Action,"October 17, 2021","Absolutely worth the $5. Runs very smoothly, as opposed to more choppy free emus. Edit: i can't seem to see any files in the app anymore, it only takes me to the /storage file, and i can't change it. This means all my progress is lost. Please help."
244,Five Nights at Freddy's,4.7,$2.99 Buy,Action,"December 16, 2021",Easily the coolest and most feature-rich emulator I know. I don't typically trust a lot of paid emulators since I'm from the FOSS world of doing things but I'm glad to say that I had nothing to worry about. It's well worth it.
245,Five Nights at Freddy's,4.7,$2.99 Buy,Action,"November 12, 2021","I've tried a few of the free emulators, and this one rides a Ferrari. The others I've tried are riddled with ads and seem to be poorly optimized or purposely slowed down. Can't wait to play some childhood classics"
246,Five Nights at Freddy's,4.7,$2.99 Buy,Action,"July 27, 2021","on my newest phone if i leave the app closed for too long then the game i am playing will pop as a white screen, otherwise ive used this since HS with no issues on worse phones than my current one. a good option, maybe even a great one."
247,Five Nights at Freddy's,4.7,$2.99 Buy,Action,"November 2, 2021",Loved this emulator for years but its only missing one thing for me. Could you guys please add multiplayer functionality in some way? I have a gba emulator that does it and can even do it over wifi.
248,Five Nights at Freddy's,4.7,$2.99 Buy,Action,"July 5, 2021","I love this app so much Ive decides to become a beta tester to help improve bugs, glitches, and crashes. Some will inevitably crash. Sonic: the dark brotherhood is known for this on Android. Here's to fixing that"
249,Five Nights at Freddy's,4.7,$2.99 Buy,Action,"November 14, 2021",The best NDS emulator in the store Worth paying for. The load and save States works. all the games I've downloaded from an Nintendo DS rom site works. It's smooth and easy to use. Looking forward to what else the developer has in the future.
250,Five Nights at Freddy's,4.7,$2.99 Buy,Action,"October 23, 2021",This was a good emulator but since Android screwed up the ability for emulators to read SD cards in the phones this app is completely useless! Paid for an app I can't use......
251,Five Nights at Freddy's,4.7,$2.99 Buy,Action,"November 23, 2021","This app has frequent crashes during very repeatable moments. Please fix and I'll update review. Update: randomly tested today, and it works. They must have updated. I've updated my review."
252,Five Nights at Freddy's,4.7,$2.99 Buy,Action,"August 6, 2021","between A and B press or a auto hold option, u cant run and jump through levels in New super Mario bros, multi touch movement problem, were the dpad gets stuck or the Ds touch screen within emulator stops working when moving two touch points and let go of one the other messes up"
253,Five Nights at Freddy's,4.7,$2.99 Buy,Action,"October 17, 2021",Works great but it needs to be updated to work with Android 11. It won't scam my sd card for games. Only internal storage
254,Five Nights at Freddy's,4.7,$2.99 Buy,Action,"October 11, 2021","it was awesome on my android phone, so when i got a chromebook i wanted to play on that to, but no games will load, they just send you back to the menu, really sad about this"
255,Five Nights at Freddy's,4.7,$2.99 Buy,Action,"August 23, 2021","Fun app, but it'd be awesome to be able to use multi-player to play and trade with other friends if we're playing Pokémon"
256,Five Nights at Freddy's,4.7,$2.99 Buy,Action,"September 26, 2021","I bought this for Pokemon games, have had it for 5ish years and loved it the whole time. A lot of problems imo I see people having, can possibly be fixed in the settings. Either way best Emulator for the money imo"
257,Five Nights at Freddy's,4.7,$2.99 Buy,Action,"September 1, 2021","Really love the game. It would be nice if I could disable the in game volume on startup without muting my phone completely though. I like to listen to videos or podcasts in the background, and the mute function in-game only takes effect when the app is finished the startup process."
258,Terraria,4.6,$4.99 Buy,Adventure,"December 20, 2021","Amazing game. Have it on pc as well. Would recommend to anyone who enjoys strategy and deckbuilding. Hidden gem. Although id love to see the devs fix a couple of the issues with playing cards after accidently touching one, but if you figure out how to get it deselect its fine."
259,Terraria,4.6,$4.99 Buy,Adventure,"December 23, 2021","This has always been one of my all time favorite games, since it's PC release. Currently on my second run to Ascension! For new players, focus on maximizing your damage for stage 1. Keep your deck lean, don't take a card after every fight"
260,Terraria,4.6,$4.99 Buy,Adventure,"December 19, 2021",I have been waiting for FOREVER for this to be on mobile! Just like the original PC version. Not 5* because the UI is a little wonky and there are some relics that aren't working correctly.
261,Terraria,4.6,$4.99 Buy,Adventure,"December 2, 2021","Awesome card game with tons of replay value! If you've been on the fence, you won't regret the purchase! It's a game you can pick up and put down easily (quick toilet sessions on work breaks ^^), but you can also spend an hour or more as well (without even noticing)."
262,Terraria,4.6,$4.99 Buy,Adventure,"December 17, 2021","Excellent game, but the android implementation is garbage. The seed system does not work (it gives the incorrect seed code to your runs), the UI is very faulty, it's a battery drainer, and it takes forever to load. The actual game is fantastic and I would recommend playing it on PC via Steam."
263,Terraria,4.6,$4.99 Buy,Adventure,"December 24, 2021",Game is amazing as it is on PC. Only reason I haven't given it a 5 star is because I've maxed out The Silent and completed/won a run and I still have 3 cards locked for her. Everywhere I've looked says it's a bug and I have had no success trying to resolve it.
264,Terraria,4.6,$4.99 Buy,Adventure,"December 5, 2021",I love the game and jumped when I saw the game I had put 100's of hours in was on my phone. But the app is terrible for 2 days it has just crashed on startup. Honestly I want a refund if I had known they didn't care at all about the app experience
265,Terraria,4.6,$4.99 Buy,Adventure,"December 23, 2021","Ever since last Android system update, STS sound is broken. I don't have the same issues with the game that others do, but this is really annoying. :("
266,Terraria,4.6,$4.99 Buy,Adventure,"December 13, 2021","If you love the PC version you'll love the mobile. I'd give this app 5 star, but it takes a very long time to load every single time one enters the app. Otherwise, it's slay the spire I loved on PC."
267,Terraria,4.6,$4.99 Buy,Adventure,"November 29, 2021","The original game is great, but this is a sloppy port. Card selection is sticky, so it's easy to select a card you didn't intend, and all the dialogs are clearly designed with a mouse in mind"
268,Terraria,4.6,$4.99 Buy,Adventure,"November 27, 2021","My only real grip is the controls. Having to hold down onto every single part I want to remove gets really annoying. A button to enable ""removal mode"" which just removes whatever you want in a single tap instead of a hold, which you can toggle on and off on the corner of the screen would be awesome."
269,Terraria,4.6,$4.99 Buy,Adventure,"December 7, 2021","Ive dreamed of this game for so long, and its so fantastic now thats its here! But.... It crashes so badly! If i build too fast, or get too close, build too big/complex, it all goes black. I want this to be good, but my situation is tragic."
270,Terraria,4.6,$4.99 Buy,Adventure,"December 20, 2021","The game is fantastic for what it is but is most lacking in variety. You can only put down land and different color houses. It needs things such as parks and a way to stack land, it always has to be flat. Other than that very nice and I always lose track of time playing"
271,Terraria,4.6,$4.99 Buy,Adventure,"December 24, 2021","This is a lovely little toy for building wee seaside towns, or whatever you like. It lends itself to touch very well, and it has all the same charm as the desktop version. I'd do a quick Google for reviews to see if it'd be your cup of tea, it's definitely a toy not a game, but it's a charming one!"
272,Terraria,4.6,$4.99 Buy,Adventure,"December 13, 2021","Super cool, super fun... at first. I wish there was more to do though. I would love to spend more time in this world. It would be cool to start in the mountains or other terrain instead of only in the water."
273,Terraria,4.6,$4.99 Buy,Adventure,"December 8, 2021",Quite relaxing! One problem: it is very annoying when you go to build something but it keeps deleting even though you're not holding your finger down. I have tried building floating areas and it keeps deleting. It's hard to get that build 'sweet spot'. It discourages my gameplay a little.
274,Terraria,4.6,$4.99 Buy,Adventure,"November 2, 2021","I've had this game on PC and when I heard they were making a mobile version I was thrilled. This isn't a really a game, but an very engaging creative sandbox experience. It's calming and addictive. The devs have done a beautiful job."
275,Terraria,4.6,$4.99 Buy,Adventure,"November 29, 2021","Great little sandbox. Clean, polished, creative, intuitive. All around a great game. Highly recommended if you like city building games. No city planning or organization, just building. Plop plop plop!"
276,Terraria,4.6,$4.99 Buy,Adventure,"November 5, 2021","I have Townscaper through Steam already, and spend hours with it up in the background while I mindlessly do other tasks. It's so nice to have a simple and satisfying game on mobile to pass the time, that I just had to buy it again!"
277,Terraria,4.6,$4.99 Buy,Adventure,"October 27, 2021","Whoever the sound designer is, thank you. The arpeggio is a really nice touch when placing blocks. I appreciate that very small detail."
278,Terraria,4.6,$4.99 Buy,Adventure,"December 3, 2021",This game is very nice. I would really love a first person view or something to wander the little (or gargantuan) town I made. Nonetheless it's very fun to play. I love it.
279,Terraria,4.6,$4.99 Buy,Adventure,"October 1, 2021",Love this game. Love this engine. Hope to see more customizable features rolled out in the future. As well as a simple social network/library to upload and download maps
280,Terraria,4.6,$4.99 Buy,Adventure,"December 10, 2021","I love this ""game""! Some suggestions for future versions: 1) People. There don't have to be many. 2) A photo mode. 3) Link to a user gallery 4) Wharves and parks"
281,Terraria,4.6,$4.99 Buy,Adventure,"October 10, 2021","Calming, yet enjoyable for a surprisingly longtime despite the fairly simple mechanics. Simple yet very very well done."
282,Terraria,4.6,$4.99 Buy,Adventure,"November 5, 2021",Wow! Feel like at kid at 60! Maybe the best app ever. Gorgeous graphics and palette. Endless creative options. A joyful town building tool. Relaxing archectural escape!
283,Terraria,4.6,$4.99 Buy,Adventure,"November 27, 2021",So much fun! Will there ever be an option for people and boats to populate our little towns? One minor quibble: I don't seem to be allowed the same height limits as a few of the images portray... Unless it's just my imagination.
284,Terraria,4.6,$4.99 Buy,Adventure,"December 19, 2021","Really great game, worth the cost for sure! I am discovering all of the cool things you can do in this game and it is very fun! I love it!"
285,Terraria,4.6,$4.99 Buy,Adventure,"November 25, 2021","I have this game on steam and I loved it its 100 percent worth the price but I want you to know that this isn't a ""game"" it's a town builder you have unlimited resources and everything all you do is make cool looking town that's it"
286,Terraria,4.6,$4.99 Buy,Adventure,"October 16, 2021","Soft colors, cool concept, cool game mechanics, but the controls are absolutely abysmal. If you lag even a little bit the controls don't work."
287,Terraria,4.6,$4.99 Buy,Adventure,"November 26, 2021","The only thing that could make this great game any better is if there were little people who lived in my creations. And for the people who like it how it is, a way to switch it off in the settings."
288,Terraria,4.6,$4.99 Buy,Adventure,"December 22, 2021",A zen garden but you're building a sea town - I would love to see a feature to screenshot without any of the controls in the way
289,Terraria,4.6,$4.99 Buy,Adventure,"November 20, 2021","Great beautiful game. I just wish it had sheep, herders, fisherman and townsfolk with kids. Then it'd be perfect."
290,Terraria,4.6,$4.99 Buy,Adventure,"October 3, 2021",It's a great game would be awesome to see different themes added to the game like futuridtic or mideval style and tools to fill in the towns or spots quicker.
291,Terraria,4.6,$4.99 Buy,Adventure,"December 6, 2021",A fun city builder game. Spent quite a few hours designing the perfect coastal town. Time definitely flies when playing this game.
292,Terraria,4.6,$4.99 Buy,Adventure,"December 10, 2021",I love watching the buildings change as you discover different ways to arrange them. Absolutely adorable even without any characters
293,Terraria,4.6,$4.99 Buy,Adventure,"November 29, 2021","Absolute gem. Relaxing, beautiful music and sound effects, and gorgeous graphics."
294,Terraria,4.6,$4.99 Buy,Adventure,"December 14, 2021","Super fun, the day night cycle should just go forward, rebuilding from hurricane stunamis tornados damage, rain hail sleet snow, a volcano level. birds would be neat."
295,Terraria,4.6,$4.99 Buy,Adventure,"December 16, 2021",Amazing and beautiful app! Very possibly my favorite non-game app on the Play Store! I can let my imagination go wild with this app.
296,Terraria,4.6,$4.99 Buy,Adventure,"October 4, 2021","Fun casual game. Needs some optimization, phone gets super hot quickly and drains your battery super fast. Also put an undo button on the main screen plz."
297,Terraria,4.6,$4.99 Buy,Adventure,"October 29, 2021","This game definitely did not disappoint my expectations, The graphics are well, the gameplay works fine, I love it! I can even play when I'm not at home if a have some time to kill. The game is very well made. 5 Stars."
298,Bad North: Jotunn Edition,4.4,$3.99 Buy,Strategy,"December 24, 2021","THIS GAME IS SO GOOD! I like how it's like similar to fnaf 1 where the game randomizes when a animotronic come to get you, except it takes 6 minutes. Here you actually have to do something else in order to end the night. And you can create the Freddy Fazebear Pizzeria."
299,Bad North: Jotunn Edition,4.4,$3.99 Buy,Strategy,"December 15, 2021","This game is very fun and it was worth my 3 dollars, the only thing is, it's so hard to do the nights after night 3 and it took me forever to do it, other than that this game is awesome and I've loved every other fnaf game."
300,Bad North: Jotunn Edition,4.4,$3.99 Buy,Strategy,"December 17, 2021",This game has no bugs and glitches. I love it. But for one part. Scrap baby came out of nowhere and killed me but I never salvaged her. Please fix that. Steel wool studios.
301,Bad North: Jotunn Edition,4.4,$3.99 Buy,Strategy,"December 24, 2021","I enjoy the game and how you can costomize your restraunt however you want, and how spooky it can get. However, if you play on a computer, the character might be difficult to control during the minigames."
302,Bad North: Jotunn Edition,4.4,$3.99 Buy,Strategy,"December 5, 2021",Good game but if I try to purchase the unlocks package aka the mogul kit it doesn't work yet I have the cash to buy when this is fixed I'll give 5 stars until then it stands at 3
